ACC_PROD_ADMIN_1,WH_PROD_SMALL,SYSADMIN
ACC_PROD_ANALYST,WH_PROD_LARGE,SYSADMIN
ACC_PROD_DEVOPS,WH_PROD_MID,FN_PROD_MANAGER
ACC_DEV_ADMIN,WH_PROD_SMALL,SYSADMIN
ACC_DEV_DEVELOPER,WH_PROD_MID,FN_DEV_MANAGER
ACC_ELT_PROD,WH_PROD_MID,SYSADMIN
ACC_DEV_DEVOPS,WH_PROD_SMALL,FN_DEV_MANAGER
FN_DEV_MANAGER,WH_PROD_SMALL,SYSADMIN
FN_PROD_MANAGER,WH_PROD_SMALL,SYSADMIN
